Direction,Year,Date,Weekday,Country,Commodity,Transport_Mode,Measure,Value,Cumulative
Exports,2018,24/03/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,61000
Exports,2018,25/03/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,62000
Exports,2018,26/03/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,2000,64000
Exports,2018,27/03/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,64000
Exports,2018,28/03/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,2000,66000
Exports,2018,29/03/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,67000
Exports,2018,30/03/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,67000
Exports,2018,31/03/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,68000
Exports,2018,01/04/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,69000
Exports,2018,02/04/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,70000
Exports,2018,03/04/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,70000
Exports,2018,04/04/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,71000
Exports,2018,05/04/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,71000
Exports,2018,06/04/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,72000
Exports,2018,07/04/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,73000
Exports,2018,08/04/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,73000
Exports,2018,09/04/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,2000,75000
Exports,2018,10/04/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,75000
Exports,2018,11/04/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,76000
Exports,2018,12/04/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,76000
Exports,2018,13/04/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,77000
Exports,2018,14/04/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,77000
Exports,2018,15/04/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,78000
Exports,2018,16/04/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,79000
Exports,2018,17/04/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,80000
Exports,2018,18/04/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,80000
Exports,2018,19/04/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,81000
Exports,2018,20/04/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,82000
Exports,2018,21/04/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,82000
Exports,2018,22/04/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,83000
Exports,2018,23/04/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,84000
Exports,2018,24/04/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,84000
Exports,2018,25/04/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,84000
Exports,2018,26/04/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,85000
Exports,2018,27/04/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,85000
Exports,2018,28/04/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,86000
Exports,2018,29/04/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,86000
Exports,2018,30/04/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,88000
Exports,2018,01/05/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,88000
Exports,2018,02/05/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,89000
Exports,2018,03/05/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,90000
Exports,2018,04/05/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,91000
Exports,2018,05/05/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,91000
Exports,2018,06/05/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,92000
Exports,2018,07/05/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,93000
Exports,2018,08/05/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,93000
Exports,2018,09/05/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,94000
Exports,2018,10/05/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,95000
Exports,2018,11/05/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,95000
Exports,2018,12/05/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,96000
Exports,2018,13/05/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,97000
Exports,2018,14/05/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,97000
Exports,2018,15/05/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,98000
Exports,2018,16/05/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,98000
Exports,2018,17/05/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,99000
Exports,2018,18/05/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,100000
Exports,2018,19/05/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,101000
Exports,2018,20/05/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,102000
Exports,2018,21/05/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,103000
Exports,2018,22/05/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,103000
Exports,2018,23/05/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,104000
Exports,2018,24/05/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,104000
Exports,2018,25/05/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,105000
Exports,2018,26/05/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,105000
Exports,2018,27/05/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,106000
Exports,2018,28/05/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,2000,108000
Exports,2018,29/05/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,108000
Exports,2018,30/05/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,108000
Exports,2018,31/05/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,109000
Exports,2018,01/06/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,110000
Exports,2018,02/06/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,110000
Exports,2018,03/06/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,111000
Exports,2018,04/06/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,112000
Exports,2018,05/06/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,112000
Exports,2018,06/06/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,113000
Exports,2018,07/06/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,113000
Exports,2018,08/06/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,114000
Exports,2018,09/06/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,114000
Exports,2018,10/06/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,115000
Exports,2018,11/06/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,116000
Exports,2018,12/06/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,116000
Exports,2018,13/06/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,116000
Exports,2018,14/06/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,117000
Exports,2018,15/06/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,118000
Exports,2018,16/06/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,118000
Exports,2018,17/06/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,118000
Exports,2018,18/06/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,119000
Exports,2018,19/06/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,120000
Exports,2018,20/06/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,121000
Exports,2018,21/06/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,121000
Exports,2018,22/06/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,122000
Exports,2018,23/06/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,122000
Exports,2018,24/06/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,123000
Exports,2018,25/06/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,124000
Exports,2018,26/06/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,124000
Exports,2018,27/06/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,124000
Exports,2018,28/06/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,125000
Exports,2018,29/06/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,125000
Exports,2018,30/06/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,126000
Exports,2018,01/07/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,126000
Exports,2018,02/07/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,127000
Exports,2018,03/07/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,128000
Exports,2018,04/07/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,129000
Exports,2018,05/07/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,129000
Exports,2018,06/07/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,129000
Exports,2018,07/07/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,130000
Exports,2018,08/07/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,131000
Exports,2018,09/07/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,132000
Exports,2018,10/07/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,133000
Exports,2018,11/07/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,133000
Exports,2018,12/07/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,134000
Exports,2018,13/07/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,135000
Exports,2018,14/07/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,135000
Exports,2018,15/07/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,136000
Exports,2018,16/07/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,137000
Exports,2018,17/07/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,138000
Exports,2018,18/07/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,138000
Exports,2018,19/07/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,139000
Exports,2018,20/07/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,140000
Exports,2018,21/07/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,140000
Exports,2018,22/07/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,141000
Exports,2018,23/07/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,141000
Exports,2018,24/07/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,142000
Exports,2018,25/07/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,142000
Exports,2018,26/07/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,143000
Exports,2018,27/07/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,144000
Exports,2018,28/07/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,144000
Exports,2018,29/07/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,2000,146000
Exports,2018,30/07/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,147000
Exports,2018,31/07/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,147000
Exports,2018,01/08/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,148000
Exports,2018,02/08/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,148000
Exports,2018,03/08/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,149000
Exports,2018,04/08/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,150000
Exports,2018,05/08/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,151000
Exports,2018,06/08/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,153000
Exports,2018,07/08/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,154000
Exports,2018,08/08/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,154000
Exports,2018,09/08/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,154000
Exports,2018,10/08/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,155000
Exports,2018,11/08/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,155000
Exports,2018,12/08/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,156000
Exports,2018,13/08/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,156000
Exports,2018,14/08/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,157000
Exports,2018,15/08/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,157000
Exports,2018,16/08/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,158000
Exports,2018,17/08/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,158000
Exports,2018,18/08/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,159000
Exports,2018,19/08/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,160000
Exports,2018,20/08/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,160000
Exports,2018,21/08/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,162000
Exports,2018,22/08/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,162000
Exports,2018,23/08/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,163000
Exports,2018,24/08/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,163000
Exports,2018,25/08/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,164000
Exports,2018,26/08/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,2000,166000
Exports,2018,27/08/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,166000
Exports,2018,28/08/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,167000
Exports,2018,29/08/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,168000
Exports,2018,30/08/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,168000
Exports,2018,31/08/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,169000
Exports,2018,01/09/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,170000
Exports,2018,02/09/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,171000
Exports,2018,03/09/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,171000
Exports,2018,04/09/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,172000
Exports,2018,05/09/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,173000
Exports,2018,06/09/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,174000
Exports,2018,07/09/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,174000
Exports,2018,08/09/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,2000,175000
Exports,2018,09/09/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,176000
Exports,2018,10/09/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,177000
Exports,2018,11/09/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,177000
Exports,2018,12/09/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,178000
Exports,2018,13/09/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,178000
Exports,2018,14/09/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,179000
Exports,2018,15/09/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,179000
Exports,2018,16/09/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,179000
Exports,2018,17/09/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,181000
Exports,2018,18/09/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,181000
Exports,2018,19/09/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,2000,184000
Exports,2018,20/09/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,185000
Exports,2018,21/09/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,186000
Exports,2018,22/09/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,2000,188000
Exports,2018,23/09/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,189000
Exports,2018,24/09/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,190000
Exports,2018,25/09/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,2000,192000
Exports,2018,26/09/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,193000
Exports,2018,27/09/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,194000
Exports,2018,28/09/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,195000
Exports,2018,29/09/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,195000
Exports,2018,30/09/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,196000
Exports,2018,01/10/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,197000
Exports,2018,02/10/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,199000
Exports,2018,03/10/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,200000
Exports,2018,04/10/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,200000
Exports,2018,05/10/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,201000
Exports,2018,06/10/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,201000
Exports,2018,07/10/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,202000
Exports,2018,08/10/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,202000
Exports,2018,09/10/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,203000
Exports,2018,10/10/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,204000
Exports,2018,11/10/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,205000
Exports,2018,12/10/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,205000
Exports,2018,13/10/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,206000
Exports,2018,14/10/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,206000
Exports,2018,15/10/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,207000
Exports,2018,16/10/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,208000
Exports,2018,17/10/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,208000
Exports,2018,18/10/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,209000
Exports,2018,19/10/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,210000
Exports,2018,20/10/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,210000
Exports,2018,21/10/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,211000
Exports,2018,22/10/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,211000
Exports,2018,23/10/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,212000
Exports,2018,24/10/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,213000
Exports,2018,25/10/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,214000
Exports,2018,26/10/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,214000
Exports,2018,27/10/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,215000
Exports,2018,28/10/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,216000
Exports,2018,29/10/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,216000
Exports,2018,30/10/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,217000
Exports,2018,31/10/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,218000
Exports,2018,01/11/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,219000
Exports,2018,02/11/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,220000
Exports,2018,03/11/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,220000
Exports,2018,04/11/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,220000
Exports,2018,05/11/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,221000
Exports,2018,06/11/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,221000
Exports,2018,07/11/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,221000
Exports,2018,08/11/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,222000
Exports,2018,09/11/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,223000
Exports,2018,10/11/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,223000
Exports,2018,11/11/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,223000
Exports,2018,12/11/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,224000
Exports,2018,13/11/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,224000
Exports,2018,14/11/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,225000
Exports,2018,15/11/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,225000
Exports,2018,16/11/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,226000
Exports,2018,17/11/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,226000
Exports,2018,18/11/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,228000
Exports,2018,19/11/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,228000
Exports,2018,20/11/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,228000
Exports,2018,21/11/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,229000
Exports,2018,22/11/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,230000
Exports,2018,23/11/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,230000
Exports,2018,24/11/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,231000
Exports,2018,25/11/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,231000
Exports,2018,26/11/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,232000
Exports,2018,27/11/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,2000,234000
Exports,2018,28/11/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,235000
Exports,2018,29/11/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,235000
Exports,2018,30/11/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,236000
Exports,2018,01/12/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,236000
Exports,2018,02/12/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,237000
Exports,2018,03/12/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,237000
Exports,2018,04/12/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,2000,239000
Exports,2018,05/12/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,240000
Exports,2018,06/12/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,241000
Exports,2018,07/12/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,241000
Exports,2018,08/12/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,242000
Exports,2018,09/12/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,242000
Exports,2018,10/12/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,243000
Exports,2018,11/12/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,245000
Exports,2018,12/12/2018,Wednesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,245000
Exports,2018,13/12/2018,Thursday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,246000
Exports,2018,14/12/2018,Friday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,247000
Exports,2018,15/12/2018,Saturday,All,"Fish, crustaceans, and molluscs",All,Tonnes,0,247000
Exports,2018,16/12/2018,Sunday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,248000
Exports,2018,17/12/2018,Monday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,248000
Exports,2018,18/12/2018,Tuesday,All,"Fish, crustaceans, and molluscs",All,Tonnes,1000,249000
